id;first_name;last_name
2106;Cock;Andreoli
2107;Erricos;Andreou
2108;"Hans Georg";Andres
2109;Jo;Andres
2110;John;Andres
2111;Paul;Andresen
2112;Juan;"Andreu Moragas"
2113;Anne;Andreu
2114;Cristina;Andreu
2115;José;Andreu
2116;"Juan (I)";Andreu
2117;Marcos;Andreucci
2118;Felix;Andrew
2119;Steven;Andrew
2120;Tim;Andrew
2121;Austin;Andrews
2122;"Benjamin (II)";Andrews
2123;Brittany;Andrews
2124;"Charles (II)";Andrews
2125;"Colin (II)";Andrews
2126;Damon;Andrews
2127;"David (IV)";Andrews
2128;Del;Andrews
2129;Giuseppe;Andrews
2130;Jon;Andrews
2131;Kaare;Andrews
2132;"Matthew Luke";Andrews
2133;Max;Andrews
2134;"Mike (IV)";Andrews
2136;"Ron (II)";Andrews
2137;"Scott (I)";Andrews
2138;"Stanley (III)";Andrews
2139;Tina;Andrews
2140;"Tom (II)";Andrews
2141;Victor;Andrianko
2142;"Bojana (I)";Andric
2143;Branko;Andric
2144;Petar;Andric
2145;Radivoje;Andric
2146;"Vladimir (I)";Andric
2147;"Vladimir (II)";Andric
2148;"Jean-Jacques (I)";Andrien
2149;Rik;Andries
2150;Jean-Paul;Andrieu
2151;Michel;Andrieu
2152;Roger;Andrieux
2153;Yevgeni;Andrikanis
2154;Peter;Andrikidis
2155;Frank;Andrina
2156;Diana;Andringa
2157;Kostas;Andriotis
2158;Kostas;Andritsos
2159;Aleksandr;Andriyevsky
2160;Pierre;Andro
2161;Dionyssis;Andronis
2162;Andrei;Andronnikov
2163;Bonnie;Andrukaitis
2164;Malon;Andrus
2165;Ferenc;András
2166;Arnaldo;André
2167;David;André
2168;Klaus;André
2169;Raoul;André
2170;Yaël;André
2171;Yves;André
2172;Henri;Andréani
2173;Ulf;Andrée
2174;Christophe;Andréi
2175;Frédéric;Andréi
2176;Yannick;Andréi
2177;Marc;Andréoni
2178;Valentín;"Andrés Corugedo"
2179;Enrique;Andrés
2180;Marc;Andrés
2181;Osvaldo;Andéchaga
2182;Roberto;Andò
2183;Harikrishna;Anendan
2184;"Fai Sam";Ang
2185;Chris;Angel
2187;Ernst;Angel
2188;Hélène;Angel
2191;Mikel;Angel
2192;"Suzanne (II)";Angel
2193;Bert;Angeles
2194;Cruz;Angeles
2195;Dindo;Angeles
2196;Alfredo;Angeli
2197;"Franco (I)";Angeli
2198;"Franco (III)";Angeli
2199;Ivan;Angeli
2200;Peitor;Angeli
2201;Antouanetta;Angelidi
2202;Alejandro;Angelini
2203;Alessandro;Angelini
2204;Paolo;Angelini
2205;Chuck;Angell
2206;Dale;Angell
2207;C.;Angelmaier
2208;Edmond;Angelo
2209;Marc;Angelo
2210;Robert;Angelo
2211;Yves;Angelo
2212;Maurizio;Angeloni
2213;Panos;Angelopoulos
2214;Theo;Angelopoulos
2215;Philip;Angelotti
2216;Maya;Angelou
2217;Nikola-Kole;Angelovski
2218;"Jan Aksel";Angeltvedt
2219;Gianfranco;Angelucci
2220;"Umberto (I)";Angelucci
2221;Pete;Angelus
2222;Cédric;Anger
2224;Kenneth;Anger
2225;Mick;Anger
2226;Przemyslaw;Angerman
2227;Philippe;Angers
2228;Jeremy;Angerson
2229;Anastasia;Anghel
2230;Furio;Angiolella
2231;Renato;Angiolillo
2232;Eduard;Anglada
2233;Eugenio;Anglada
2234;Jean-Hugues;Anglade
2235;Alisa;Anglesey
2237;Carlos;Angola
2238;Christine;Angot
2240;"Percy (I)";Angress
2241;Yves;Angrignon
2242;James;Angrove
2243;Richard;Angst
2244;Myriam;Angueira
2245;Paul;Angunawela
2246;"Allan (II)";Angus
2247;"Robert (I)";Angus
2248;"Robert (II)";Angus
2249;Steve;Angus
2250;Clara;Angélica
2251;Thai;Anh
2252;Edward;Anhalt
2253;Jelka;Anhalt
2254;Geneviève;Anhoury
2255;Martin;Anibas
2256;Chris;Aniello
2257;Yuri;Anikeyev
2258;P.;Anil
2259;Eileen;Anipare
2260;N.;Anisimova
2261;"P. Naga";Anjanayelu
2262;Levan;Anjaparidze
2263;"Ronaldo dos";Anjos
2264;Erik;Anjou
2265;Saeed;Anjum
2266;Daniel;Anker
2267;Steve;Anker
2268;Dzamila;Ankiewicz
2269;Bruno;Ankovic
2270;Serge;Ankri
2271;Sean;Ann
2272;Lis;Anna
2274;Ken;Annakin
2275;Baba;Annanov
2276;Catherine;Annau
2277;Jean-Jacques;Annaud
2278;Mungaï;Anne
2279;Inger;Anneberg
2280;Eve;Annenberg
2281;Isidor;Annensky
2282;Eitan;Anner
2283;Jean-Luc;Annest
2284;Jamie;Annett
2285;Paul;Annett
2286;Gianfranco;Annichini
2287;Antti-Jussi;Annila
2288;Hideaki;Anno
2289;"Takashi (I)";Anno
2290;Jeroen;Annokkee
2291;Ed;Annunziata
2292;Lynn;Anoai
2294;Alexander;Anoshchenko
2295;Nikolai;Anoshchenko
2296;Jean;Anouilh
2297;Lorna;Anozie
2298;Jonee;Ansa
2299;Kwaw;Ansah
2300;Frederic;Ansaldo
2301;Martha;Ansara
2302;Michael;Ansara
2303;"Nisar Ahmad";Ansari
2304;Mike;Ansbach
2305;Brice;Ansel
2306;Carrie;Ansell
2307;Reverge;Anselmo
2308;Richard;Anselmo
2309;Giorgio;Ansoldi
2310;Ernest;Ansorge
2311;Gisèle;Ansorge
2312;Sólveig;Anspach
2313;David;Anspaugh
2314;Edgar;Anstey
2315;Diomide;Antadze
2316;Mikheil;Antadze
2317;István;Antal
2318;Nimród;Antal
2319;Susy;Antal
2320;Zsuzsa;Antala
2321;Alexander;Antalffy
2322;Aaron;Antaloczy
2323;Giulio;Antamoro
2324;Vernon;Antcliff
2325;Jerzy;Antczak
2326;Franz;Antel
2327;Rachel;Antel
2328;Matt;Antell
2329;Víctor;Anteo
2330;"Julie Gulnihal";Antepli
2331;Daril;Anthes
2332;Sathyan;Anthikad
2333;Kary;Antholis
2334;Rudolf;Anthoni
2335;"Alexandra (I)";Anthony
2336;"Brian (III)";Anthony
2337;"Chris (I)";Anthony
2338;Gerald;Anthony
2339;"Joseph (II)";Anthony
2340;Len;Anthony
2341;"Lon (II)";Anthony
2343;P.J.;Anthony
2344;"Peter (II)";Anthony
2345;"Sal (II)";Anthony
2346;Aleksandar;Antic
2347;Miroslav;Antic
2348;Franco;Antico
2349;Pete;Antico
2350;Sebastián;Antico
2351;Paul;Antier
2352;Marko;Antila
2353;Antoine;Antin
2354;Eleanor;Antin
2355;Juan;Antin
2356;Manuel;Antin
2357;André;Antoine
2358;André-Paul;Antoine
2359;Léonard;Antoine
2360;Mireille;Antoine
2361;Patrick;Antoine
2362;Paul;Antoine
2363;Rainer;Antoine
2364;Edoardo;Anton
2365;"Karl (I)";Anton
2366;Tom;Anton
2367;Greg;Antonacci
2368;Leonidas;Antonakis
2369;Nikos;Antonakos
2370;Antonio;Antonelli
2371;John;Antonelli
2372;Lamberto;Antonelli
2373;Massimo;Antonelli
2375;Marco;Antoniazzi
2376;Aleksandar;Antonic
2377;Predrag;Antonijevic
2378;Arnold;Antonin
2379;Claudio;Antonini
2380;Lou;Antonio
2382;Troy;Antonio
2383;Enrica;Antonioni
2384;Michelangelo;Antonioni
2385;Angeliki;Antoniou
2386;Thanasis;Antoniou
2387;Richard;Antonius
2388;Takis;Antonopoulas
2389;Makis;Antonopoulos
2390;Takis;Antonopoulos
2391;Yiorgos;Antonopoulos
2392;"Tamara (II)";Antonova
2393;"Tatyana (I)";Antonova
2394;Atle;Antonsen
2395;Inger;Antonsson
2396;Tomas;Antonsson
2397;Angelo;Antonucci
2398;Danny;Antonucci
2399;Johny;Antony
2400;K.S.;Antony
2401;A.J.;Antoon
2402;Konstantin;Antropov
2403;André;Antsen
2404;L.;Antsi-Polovski
2405;Harri;Anttila
2406;Ricardo;"Antuna de Dios"
2407;Cristina;Antunes
2408;Ibon;Antuñano
2409;Pep;"Antón Gómez"
2410;Jorge;António
2411;Lauro;António
2412;Lino;António
2413;Luis;Antúnez
2414;Rodolfo;Antúnez
2415;Yevgeni;Anufriyev
2416;Kun;Anurakrathakarn
2417;Manuchehr;Anvar
2418;Christian;Anwander
2419;Joko;Anwar
2420;Khurshid;Anwar
2421;Rafiq;Anwar
2422;Ackyl;Anwari
2423;Ackyl;Anwary
2424;Francesco;Anzalone
2425;Vojko;Anzeljc
2426;Pascale;Anziani
2427;Cosmo;Anzilotti
2428;"Vinci Vogue";Anzlovar
2429;Alfredo;Anzola
2430;Edgar;Anzola
2431;Ismail;Anzour
2432;Masami;Anô
2433;Chuzo;Aoji
2434;Naoya;Aoki
2435;Taisuke;Aoki
2436;Tetsuro;Aoki
2437;Toshi;Aoki
2438;Yasunao;Aoki
2439;Shô;Aono
2440;Eiji;Aonuma
2441;Yukio;Aoshima
2442;Thierry;Aoudja
2443;Daoud;Aoulad-Syad
2444;Abd-el-Kader;Aoum
2445;Nobuo;Aoyagi
2446;Hiroshi;Aoyama
2447;Hiroyuki;Aoyama
2448;Shinji;Aoyama
2449;Mokona;Apapa
2450;Carlos;Aparicio
2451;"Fernando (II)";Aparicio
2452;Jaime;Aparicio
2453;Igor;Apasyan
2454;Judd;Apatow
2455;Stephan;Apelgren
2456;Pierre;Apestéguy
2457;Ed;Apfel
2458;Oscar;Apfel
2459;Jan;Apfeld
2460;Pablo;Apiolazza
2461;Virginie;Apiou
2462;Annette;Apitz
2463;Sebastian;Apodaca
2464;Jerry;Apoian
2465;Lucio;Apolito
2466;Francesco;Apolloni
2467;Ugo;Apollonio
2468;Annette;Apon
2469;David;Aponte
2470;Constantin;Apostolescu
2471;Yorgos;Apostolidis
2472;Michael;Apostolina
2473;"Stephen C.";Apostolof
2474;Mark;Apostolon
2475;Hristos;Apostolou
2476;Vasil;Apostolov
2477;Angel;Apostolski
2478;Scott;Apostoulo
2479;M.;Appa
2480;"Alex (I)";Appel
2481;Dan;Appel
2482;John;Appel
2483;Jonathan;Appel
2484;"Don (III)";Appell
2485;Randy;Appell
2486;Uri;Appenzeller
2487;Kalman;Apple
2488;"Michael (I)";Applebaum
2489;"Daniel B.";Appleby
2490;"David (V)";Appleby
2491;George;Appleby
2492;Lon;Appleby
2493;Roy;Applegate
2494;"Louis B.";"Appleton Jr."
2495;Dudi;Appleton
2496;Geneviève;Appleton
2497;James;Appleton
2498;Ron;Appleton
2499;Velvy;Appleton
2500;Wanda;Appleton
2501;Franck;Apprederis
2502;Sallie;Aprahamian
2503;"Lisa Rose";Apramian
2504;Jay;April
2505;Raymonde;April
2506;Serik;Aprimov
2507;Konstantin;Apryatin
2508;Adriano;Aprà
2509;Bapurao;Apte
2510;S.R.;Apte
2511;Michael;Apted
2512;Alexandre;Aptekman
2513;Elie;Aptekman
2514;Maurice;Aptekman
2515;Josh;Apter
2516;Joel;Apuyan
2517;Carla;Apuzzo
2518;Imre;Apáthi
2519;Karen;Aqua
2520;Hubert;Aquin
2521;Cesar;Aquino
2522;Gabriel;Aquino
2523;Lupita;Aquino-Kashiwahara
2524;Vedat;Ar
2525;Shamim;Ara
2526;Michael;Arabian
2527;Ana;Arabolaza
2528;Amr;Arafa
2529;Saad;Arafa
2530;Sherif;Arafa
2531;"José María";Aragay
2532;Fabrice;Aragno
2533;Riccardo;Aragno
2534;Michael;Arago
2535;Pierre;Arago
2536;Benito;Aragon
2537;Fernando;Aragon
2538;Frank;Aragon
2539;Oscar;Aragon
2540;Cayetano;Aragona
2541;Claudio;Aragona
2542;Gaita;Aragona
2543;Daniel;Aragão
2544;Paulo;Aragão
2545;Emilio;"Aragón 'Miliki'"
2546;Alejandro;Aragón
2547;"Emilio (I)";Aragón
2548;Luis;Aragón
2549;Haruhiko;Arai
2550;Junko;Arai
2551;Kazugoro;Arai
2552;Ryohei;Arai
2553;Sumiji;Arai
2554;"Raúl (I)";Araiza
2555;Juan;Arajol
2556;Gregg;Araki
2557;Nobuyoshi;Araki
2558;Toyohisa;Araki
2559;Aydin;Arakon
2560;Ilhan;Arakon
2561;Yermakhmad;Aralev
2562;Aitzol;Aramaio
2563;Shinji;Aramaki
2564;Roman;Arambulla
2565;Algirdas;Araminas
2566;"Olga (I)";Arana
2567;Ernesto;Arancibia
2568;Vicente;Aranda
2569;Alfonso;Arandia
2570;"Aleksandar (I)";Arandjelovic
2571;Padgett;Arango
2572;Ramiro;Arango
2573;Jesús;Aranguren
2574;Unni;Aranmula
2575;Semyon;Aranovich
2576;Mike;Aransky
2577;Alon;Aranya
2578;Leila;Aranysheva
2579;Dimitra;Arapoglou
2580;José;"Araripe Jr."
2581;"Ruta K.";Aras
2582;Yoshikata;Arata
2583;Genjiro;Arato
2584;Paul;Aratow
2585;Alfonso;Arau
2586;Jorge;Arau
2587;"Sergio (I)";Arau
2588;Astolfo;Araujo
2589;Jorge;Araujo
2590;"Manuel F.";Araujo
2591;Raul;Araujo
2592;Cristobal;"Araus Lobos"
2593;Elias;Arauz
2594;Claudia;Aravena
2595;Aleksandr;Aravin
2596;Govindan;Aravindan
2597;R.;Aravindraj
2598;Edmundo;Aray
2599;Claudio;"Araya Silva"
2600;"Juan Vicente";Araya
2601;Sebastian;Araya
2602;Sebastián;Araya
2603;Yaron;Arazi
2604;Javier;Arazola
2605;Garnik;Arazyan
2606;"Carlos (I)";Araújo
2607;Cecília;Araújo
2608;Inácio;Araújo
2609;"Ivo Lopes";Araújo
2610;"Joel Zito";Araújo
2611;José;Araújo
2612;Tininha;Araújo
2613;Alberto;Arbasino
2614;Karen;Arbeeny
2615;Sivan;Arbel
2616;Danielle;Arbid
2619;Matías;Arbizu
2620;"Sebastián Daniel";Arbonés
2621;Renzo;Arbore
2622;Pierre;Arbour
2623;Mary;Arbuckle
2624;"Roscoe 'Fatty'";Arbuckle
2625;"Carlos de";Arbues
2626;Gabriel;Arbós
2627;Özcan;Arca
2628;Laurence;Arcadias
2629;Alexandre;Arcady
2630;Denys;Arcand
2631;Greg;Arce
2632;Gregory;Arce
2633;Carole;Arcega
2634;Nastja;Arcel
2635;Nicolai;Arcel
2636;Jacques;Arcelin
2637;Darío;Arcella
2638;"Albert H.";Arch
2639;Jeff;Arch
2640;"Juan Carlos";Arch
2641;Victoria;Arch
2642;Arthur;Archainbaud
2643;George;Archainbaud
2644;Louise;Archambault
2645;Noel;Archambault
2646;Alan;Archbold
2647;Cam;Archer
2648;"James (IV)";Archer
2649;"Mark (I)";Archer
2651;Melanie;Archer
2652;Wesley;Archer
2653;Jack;Archibald
2654;Patrick;Archibald
2655;Francesca;Archibugi
2656;Jean;Archimbaud
2657;Mark;Arcieri
2658;Alfredo;Arciero
2659;Tadeusz;Arciuch
2660;Kiki;Arco
2661;Miguel;Arco
2662;Gianluca;Arcopinto
2663;"Luis de los";Arcos
2664;Rafael;Arcos
2665;Tom;Arcuragi
2666;"Samuel S.";Arcure
2667;Tamás;Ardai
2668;Javad;Ardakani
2669;Grimur;Ardal
2670;Jahanshah;Ardalan
2671;Naum;Ardashnikov
2672;Dan;Arden
2673;Edwin;Arden
2674;"Jane (II)";Arden
2675;Paul;Arden
2677;Joseph;Ardery
2678;Colonel;Ardid
2679;Patrick;Ardis
2680;Ernesto;Ardito
2681;Antoine;Arditti
2682;Laurent;Ardoint
2683;Emile;Ardolino
2684;Jacques;Ardouin
2685;Maria;Ardstål
2686;Giovanni;Arduino
2687;Stefano;Arduino
2688;"Refik Kemal";Arduman
2689;Leonor;Areal
2690;Panu;Aree
2691;Mats;Arehn
2692;Heikki;Arekallio
2693;Billy;Arellano
2694;Chito;Arellano
2695;Jose;Arellano
2696;Alberto;"Arellanos Bustamante"
2697;Keith;Arem
2698;Lello;Arena
2699;"Maurizio (I)";Arena
2700;Tony;Arena
2701;Eloy;Arenas
2702;Nacho;Arenas
2703;Lee;Arenberg
2704;"Volker Maria";Arend
2705;Harry;Arends
2706;Ernst;Arendt
2707;Heiko;Arendt
2708;Joachim;Arendt
2709;Jens;Arentzen
2710;Giorgio;Aresu
2711;Montserrat;Areu
2712;Eduardo;"Arevalo Lazo"
2713;Daniel;Arey
2714;Axel;Arft
2715;Ray;Argall
2716;"José María (I)";Argemí
2717;"Douglas (II)";Argent
2718;Peter;Argentine
2719;Christian;Argentino
2720;Asia;Argento
2721;Dario;Argento
2722;Olimpia;Arghir
2723;Lucas;Argilés
2724;Nacho;Argiro
2725;Randy;Argue
2726;Luis;Argueta
2727;John;Argyle
2728;"Fernando (I)";Argüelles
2729;"Gloria (I)";Argüelles
2730;Amar;Arhab
2731;Marijan;Arhanic
2732;Jal;Ariah
2733;Alfredo;Arias
2734;Bernardo;Arias
2735;Imanol;Arias
2736;"Miguel Rodríguez";Arias
2737;Prarthna;Arias
2738;"Orhon M.";Ariburnu
2739;Michael;Arick
2741;"Eva S.";Aridjis
2742;Eilona;Ariel
2743;Pete;Ariel
2744;Gaston;Arien
2745;André;Arieta
2746;Nelson;Arietti
2747;Salim;Arif
2748;Roberto;Ariganello
2749;Seiji;Arihara
2750;Gonzalo;Arijon
2751;Kayahan;Arikan
2752;Teisho;Arikawa
2753;Ken;Arima
2754;Rosa;Arinbasarova
2755;Joseph;Ariola
2756;Don;Arioli
2757;Yorgos;Arion
2758;Marat;Aripov
2759;Manuel;Aris
2760;Ully;Aris
2761;Mónica;Arista
2762;Gustavo;Aristain
2763;Artour;Aristakisian
2764;Adolfo;Aristarain
2765;Tiziana;Aristarco
2766;Ulisses;Aristides
2767;Alexandros;Aristopoulos
2768;Kostas;Aristopoulos
2769;Jun;Aristorenas
2770;Leonid;Aristov
2771;Viktor;Aristov
2773;Akira;Arita
2774;Sunil;Ariyaratne
2775;"Francisco (I)";Ariza
2776;Nizamettin;Ariç
2777;Emilio;Ariño
2778;Luis;Ariño
2779;Eila;Arjoma
2780;Aleksandr;Arkatov
2781;Stella;Arkenti
2782;Maaike;Arkesteijn
2784;Adam;Arkin
2785;Alan;Arkin
2786;Cüneyt;Arkin
2787;Robert;Arkless
2788;Allan;Arkush
2789;Bob;Arkwright
2790;"Maria W.";Arlamovsky
2792;Jean;Arlaud
2793;R.G.;Arledge
2794;Albert;Arliss
2795;Leslie;Arliss
2796;Giorgio;Arlorio
2797;Lewis;Arlt
2798;Ralph;Arlyck
2799;Manuel;Arman
2800;Clara;Armand
2801;Pavel;Armand
2802;"Pierre (I)";Armand
2803;François;Armanet
2804;S.;Armasu
2805;Kay;Armatage
2806;Chris;Armbrister
2807;Klaus;Armbruster
2808;Ray;Armele
2809;Arledge;Armenaki
2811;"Sérgio Román";Armendáriz
2812;Luca;Armenia
2813;Vittorio;Armentano
2814;"Alan A.";Armer
2815;"José Luis";Armetta
2816;Neil;Armfield
2817;"Frederick S.";Armitage
2818;George;Armitage
2819;"Jaime de";Armiñán
2820;"Luis de";Armiñán
2821;Alicia;"Armstrong de Vicuña"
2822;Alvin;Armstrong
2823;"Andy (I)";Armstrong
2824;Beth;Armstrong
2825;"Bill (IV)";Armstrong
2826;Billy;Armstrong
2828;Chad;Armstrong
2829;"Charles (I)";Armstrong
2830;"Chris (II)";Armstrong
2831;Collin;Armstrong
2832;Dee;Armstrong
2833;Derek;Armstrong
2834;"Eric (I)";Armstrong
2835;Franny;Armstrong
2836;Fred;Armstrong
2837;Gillian;Armstrong
2839;Jane;Armstrong
2840;"John (III)";Armstrong
2841;"John (X)";Armstrong
2842;"John (XVIII)";Armstrong
2843;Karl;Armstrong
2844;Kelly;Armstrong
2845;Maria;Armstrong
2846;Marsha;Armstrong
2847;"Mary (II)";Armstrong
2848;"Michael (I)";Armstrong
2849;"Michael (II)";Armstrong
2850;Moira;Armstrong
2851;"Neil (II)";Armstrong
2852;"R. Dale";Armstrong
2853;"Rob (II)";Armstrong
2854;"Robin B.";Armstrong
2855;"Ronald K.";Armstrong
2856;"Samuel (I)";Armstrong
2857;Sergio;Armstrong
2858;"Tony (II)";Armstrong
2859;Vic;Armstrong
2860;"José Manuel";Armán
2861;Ricardo;Arnaiz
2862;Eduardo;Arnal
2863;Michael;Arnal
2864;Philippe;Arnal
2865;Tony;Arnaldo
2866;Teitur;Arnason
2867;Joan;Arnau
2868;Dominique;Arnaud
2869;Fabián;Arnaud
2870;Michèle;Arnaud
2871;Étienne;Arnaud
2872;Yuriy;Arnaudov
2873;Ismet;Arnautalic
2874;Desi;Arnaz
2875;Arne;Arnbom
2876;Friedrich;Arndt
2877;"Michael Thomas";Arndt
2878;Andja;Arnebäck
2880;Gwen;Arner
2881;"Dr. Vinko";Arneri
2882;Eugen;Arnesen
2883;Heidi;Arnesen
2884;Christian;Arnet
2885;Bailee;Arnett
2886;Morten;Arnfred
2887;Stefan;Arnie
2888;Eddie;Arno
2889;Sig;Arno
2890;Andrea;Arnold
2891;Blake;Arnold
2892;"Bret A.";Arnold
2893;"Chris (II)";Arnold
2894;Clive;Arnold
2895;"Danny (I)";Arnold
2896;"Eric J.";Arnold
2897;"Frank (II)";Arnold
2898;Gaye;Arnold
2899;"Jack (I)";Arnold
2900;"Jennifer (I)";Arnold
2901;"Jim (I)";Arnold
2902;"John (II)";Arnold
2903;Kathryn;Arnold
2904;Kris;Arnold
2905;"Lars C.";Arnold
2906;"Martin (I)";Arnold
2907;Matthew;Arnold
2908;Newt;Arnold
2909;"Nick (I)";Arnold
2910;Pascal;Arnold
2911;"Robert (V)";Arnold
2912;"Stacy (IV)";Arnold
2913;"Steven (II)";Arnold
2914;John;Arnoldy
2915;Poj;Arnon
2916;Rigo;Arnould
2917;Burt;Arnowitz
2918;Lev;Arnshtam
2919;Sven;Arnstein
2920;Noah;Arntson
2921;William;Arntz
2922;Eva;Arnvig
2923;Alexander;Arnz
2924;Hasse;Aro
2925;"Julio Ernesto";Arocha
2926;Bosco;Arochi
2927;"José María";Arolas
2928;E.;Aron
2929;Yakov;Aron
2930;Alessandro;Aronadio
2931;Darren;Aronofsky
2932;Grigori;Aronov
2933;Graziela;Aronovith
2934;David;Aronowitsch
2935;Greg;Aronowitz
2936;Feliks;Arons
2937;Rich;Arons
2938;Jerry;Aronson
2939;Josh;Aronson
2940;"Gunnar Martin";Aronsson
2941;A.S.;Arora
2942;Chandan;Arora
2943;Prakash;Arora
2944;"Prem Narayan";Arora
2945;Andrés;Aros
2946;Benny;Aros
2947;Eduardo;Arouca
2948;Panos;Aroukatos
2949;Michel;Arowns
2950;Eduardo;Arozamena
2951;"Carlos de";Arpe
2952;Johannes;Arpe
2953;Larry;Arpin
2954;David;Arquette
2955;Rosanna;Arquette
2956;Stefano;Arquilla
2957;Fernando;Arrabal
2958;Guel;Arraes
2959;Manuel;Arranz
2960;Patrice;Arrat
2961;Augustine;Arredondo
2962;Aitor;Arregi
2963;Gabriel;Arregui
2964;Víctor;Arregui
2965;Ernesto;Arreola
2966;Patricia;Arriaga
2967;Luis;"Arribas de la Cruz"
2968;David;Arribas
2969;Larry;Arrick
2970;Adolfo;Arrieta
2971;Maite;Arrieta
2972;Ximena;Arrieta
2973;Christian-Paul;Arrighi
2974;Frank;Arrigo
2975;Vince;Arrigo
2976;Richard;Arron
2977;Gonzalo;Arrondo
2978;Jean;Arroy
2979;Enrique;Arroyo
2980;"Luis (II)";Arroyo
2981;Edgar;Arruda
2982;Genésio;Arruda
2983;Lúcia;Arruda
2984;Mariana;Arruti
2985;Emmanuelle;Arsan
2986;Jeffrey;Arsenault
2987;Mychel;Arsenault
2988;Ray;Arsenault
2989;Bettie;Arseneault
2990;Granville;Arseneault
2991;Jovan;Arsenic
2992;Stefan;Arsenijevic
2993;"Celal Esat";Arseven
2994;Eduard;Arshansky
2995;Michael;Arslan
2996;Thomas;Arslan
2997;Yilmaz;Arslan
2998;Jørgen;Arstorp
2999;Diego;Arsuaga
3000;Emilio;Arsuaga
3001;Pavel;Arsyonov
3002;Lorenzo;Artale
3003;Anatoli;Artamonov
3004;Marcela;Arteaga
3005;Talat;Artemel
3006;Isaac;Artenstein
3007;Antonio;Artero
3008;Miguel;Arteta
3009;Chris;Arth
3010;Juan;Arthemarck
3011;Al;Arthur
3012;"Eric (I)";Arthur
3013;"George M.";Arthur
3014;Graeme;Arthur
3015;"Hartney J.";Arthur
3016;Karen;Arthur
3017;Stephen;Arthur
3018;Bertrand;Arthuys
3019;Philippe;Arthuys
3020;Natasha;Arthy
3021;Enrique;Artigas
3022;Manel;Artigas
3023;Jon;Artigo
3024;Raúl;Artigot
3025;B.;Artin
3026;Julie;Artman
3027;León;Artola
3028;Arielle;Artsztein
3029;Ami;Artzi
3030;Panchu;Arunachalam
3031;Taisa;Arusinskaya
3032;Dimitris;Arvanitis
3033;Ragnar;Arvedson
3034;Alberto;"Arvelo Mendoza"
3035;Ritva;Arvelo
3036;Laura;Arvizu
3037;Ranjibhai;Arya
3038;Joel;Aryeetey
3039;Sam;Aryeetey
3040;J.L.;Arza
3041;Atar;Arzai
3042;Arezoo;Arzanesh
3043;"Federico Augusto";Arzeno
3044;Dorothy;Arzner
3045;Costas;Arzoglou
3046;Volker;Arzt
3047;Irene;Arzuaga
3048;"José Luis";Arzuaga
3049;"José María";Arzuaga
3050;"Ángel (II)";Arzuaga
3051;Silvia;Arzuffi
3052;Carlos;Arévalo
3053;"Francisco (II)";Arévalo
3054;"Francisco (III)";Arévalo
3055;"José Antonio";Arévalo
3056;Mário;Arévalo
3057;Gil;Asa
3058;Limor;Asa
3059;Yûji;Asada
3060;Daniel;Asaf
3061;Ravin;Asaf
3062;Georg;Asagaroff
3063;Yuzo;Asahara
3064;Toru;Asai
3065;Morio;Asaka
3066;Daisuke;Asakura
3067;Katharine;Asals
3068;Werner;Asam
3069;Yoshitaka;Asama
3070;Takashi;Asami
3071;Masao;Asano
3072;Dinara;Asanova
3073;Amma;Asante
3074;"Raymond T.";Asante
3075;Joe;Asanuma
3076;Masayuki;Asao
3077;Giuseppe;Asaro
3078;I.;Asatiani
3079;Alik;Asatryan
3080;Levon;Asatryan
3081;Oyvind;Asbjornsen
3082;Kelly;Asbury
3083;Haydee;Ascanio
3084;"Victor Manuel";Ascencio
3085;Patsy;Asch
3086;Timothy;Asch
3087;Steven;Ascher
3088;Katja;Aschke
3089;Abdoulaye;Ascofare
3090;Joaquin;Asencio
3091;Javier;Asenjo
3092;J.M.;Asensio
3093;Manoochehr;Asgari-Nasab
3094;"Brian (I)";Ash
3095;"Jenny (II)";Ash
3097;Taylor;Ashbrook
3098;Derek;Ashburne
3099;Hal;Ashby
3100;"John (III)";Ashby
3101;Tim;Ashby
3102;Wally;Ashby
3103;Michael;Ashcraft
3104;Arlea;Ashcroft
3105;"Ronald V.";Ashcroft
3106;"David (I)";Ashe
3107;"Richard (I)";Ashe
3108;"Billy (II)";Asher
3109;"John Mallory";Asher
3110;Rebecca;Asher
3111;"Robert (I)";Asher
3112;Roland;Asher
3113;William;Asher
3114;Zev;Asher
3115;Alappi;Asheraf
3116;"Troy N.";Ashford
3117;Iwao;Ashida
3118;Toyoo;Ashida
3119;Asanali;Ashimov
3120;Sergej;Ashkenazy
3121;Valentas;Ashkins
3122;Steve;Ashlee
3123;Adryenn;Ashley
3124;Arthur;Ashley
3125;"Carol (II)";Ashley
3126;Charles;Ashley
3127;Christopher;Ashley
3128;Don;Ashley
3129;Helmut;Ashley
3131;Jonathan;Ashley
3133;Ray;Ashley
3134;Birgitt;Ashoff
3135;Alleppey;Ashraf
3136;Ariel;Ashrov
3137;Al;Ashton
3138;Bethany;Ashton
3139;Darren;Ashton
3140;"Dudley Shaw";Ashton
3141;"Laura (II)";Ashton
3142;Roger;Ashton-Griffiths
3143;Mirza-aga;Ashumov
3144;Gillian;Ashurst
3145;David;Ashwell
3148;Piers;Ashworth
3149;K.;Asif
3150;Maria;Asikainen
3151;Costas;Asimakopoulos
3152;Tony;Asimakopoulos
3153;Mary;Asiride
3154;Eugene;Asis
3155;Fizal;Asis
3156;Hassan;Askari
