id;name;year;rank
1545;"2 Milliarden gegen die Bank von England";1965;NULL
1546;"2 minuten stilte a.u.b.";1998;NULL
1547;"2 minutter";2001;6.6
1548;"2 monjitas en peligro";1998;NULL
1549;"2 Mundos";1999;NULL
1550;"2 Mnner, 2 Frauen - 4 Probleme!?";1998;6.6
1556;"2 On 1 #15";2003;NULL
1567;"2 on U";2000;NULL
1568;"2 or 3 Things But Nothing for Sure";1997;7.2
1569;"2 ou 3 choses que je sais d'elle";1967;7
1570;"2 ou 3 choses que je sais de la Bretagne";1985;NULL
1571;"2 Phantasien";1989;NULL
1572;"2 pistoleros famosos";2001;NULL
1573;"2 pouces en haut de la carte";1976;NULL
1576;"2 rue de la mmoire";1995;NULL
1577;"2 ryk og 1 aflevering";2003;5.5
1578;"2 secondes";1998;6.6
1579;"2 sinaloenses y 3 colombianas";1998;NULL
1580;"2 Smart Blondes";2003;NULL
1581;"2 sundalong kanin";1952;NULL
1583;"2 Tons of Fun";1985;NULL
1585;"2 Wondrous Tigers";1980;NULL
1586;"2 x 2 im Himmelbett";1937;NULL
1587;"2 x Adam, 1 x Eva";1959;NULL
1588;"2 x Madeleine";1960;NULL
1594;"2's Cumpany 3's an Orgy";1995;NULL
1595;2+1;2004;9.2
1596;2+2;2002;NULL
1597;2+2=3;1961;NULL
1598;"2+5: Missione Hydra";1965;3.2
1599;"2,000 Women";1944;5.9
1600;2-1;1966;NULL
1601;"2. juledag";2000;5.5
1602;"2. Saying Goodbye (A Promise Broken)";1990;NULL
1603;2.0;1998;NULL
1604;"2.06-Anatomija bola";2000;NULL
1605;"2.30 A.M.";1988;NULL
1606;"2/60: 48 Kpfe aus dem Szondi-Test";1960;NULL
1607;"20 : 30 : 40";2004;7.6
1609;"20 ans aprs";2002;NULL
1610;"20 ans d'Eddy Mitchell  l'Olympia";1980;NULL
1611;"20 ans  Molne, jamais molnais...";2004;NULL
1612;"20 aos";2002;NULL
1613;"20 aos y una noche";1941;NULL
1614;"20 aos... 20 poemas... 20 artistas";1999;NULL
1615;"20 billeder fra Mors";1991;NULL
1616;"20 centmetros";2005;NULL
1617;"20 Dates";1998;5.4
1618;"20 de junio";1995;NULL
1619;"20 de marzo";1976;NULL
1620;"20 Fingers";2004;NULL
1621;"20 Funerals";2004;NULL
1622;"20 godina nesvrstanosti";1981;NULL
1623;"20 jaar Gaston & Leo";1992;NULL
1624;"20 Jahre Fuball WM";1990;NULL
1625;"20 lat pzniej";1993;NULL
1626;"20 Meilen vor Saigon";1970;NULL
1627;"20 Million Miles to Earth";1957;6.1
1628;"20 Minuten Aufenthalt";1960;NULL
1629;"20 Mule Team";1940;7.2
1630;"20 Questions";2002;NULL
1631;"20 salgajiman salgo shipeoyo";1992;NULL
1632;"20 Teens Who Will Change the World, The";2001;NULL
1633;"20 Years Later";1977;NULL
1634;"20 Years of Comedy on HBO";1995;NULL
1635;"20 Years of Jethro Tull";1988;NULL
1636;"20 Years of Must See TV";2002;NULL
1637;"20 Years of Rock & Roll";1975;NULL
1638;"20, avenue Parmentier";2002;NULL
1639;"20,000 Cheers for the Chain Gang";1933;6.3
1640;"20,000 Eyes";1961;NULL
1641;"20,000 Feats Under the Sea";1917;NULL
1642;"20,000 Leagues Under the Sea";1916;6.1
1643;"20,000 Leagues Under the Sea";1954;7.1
1644;"20,000 Leagues Under the Sea";1973;NULL
1645;"20,000 Leagues Under the Sea (1997/I)";1997;NULL
1646;"20,000 Leagues Under the Sea (1997/II)";1997;NULL
1647;"20,000 Legs Under the Sea";1917;NULL
1648;"20,000 Men a Year";1939;NULL
1649;"20,000 Missing Persons";1974;NULL
1650;"20,000 Pound Kiss, The";1963;NULL
1651;"20,000 Years in Sing Sing";1932;6.9
1652;"20-Load Weekend";2004;NULL
1653;"20-seiki nosutarujia";1997;4.3
1654;"20. Juli, Der";1955;8.6
1655;"20.000 ans  la franaise";1967;NULL
1656;"20.000 dollari sul 7";1968;NULL
1657;"20.000 za trosak";1963;NULL
1658;"20.13 - Mord im Blitzlicht";2000;NULL
1659;20.21;1999;NULL
1660;20/20;2002;NULL
1661;"20/20 Vision";1999;NULL
1662;"200 all'ora";1917;NULL
1663;"200 American";2003;3.9
1664;"200 Cigarettes";1999;5.4
1665;"200 Km2";2001;NULL
1666;"200 Motels";1971;5
1667;"2000 & 1 Night";2002;NULL
1668;2000;1999;NULL
1669;"2000 + 1 stigmes";2000;NULL
1670;"2000 ALMA Awards";2000;NULL
1672;"2000 B.C.";1931;NULL
1673;"2000 Billboard Music Awards, The";2000;NULL
1674;"2000 Blockbuster Entertainment Awards";2000;NULL
1675;"2000 Canadian Comedy Awards, The";2000;NULL
1676;"2000 Hispanic Heritage Awards";2000;NULL
1677;"2000 IFP/West Independent Spirit Awards, The";2000;NULL
1678;"2000 Latin Grammy Nominees";2000;NULL
1680;"2000 Minus 60";1958;NULL
1681;"2000 MTV Movie Awards";2000;NULL
1682;"2000 Much Music Video Music Awards";2000;NULL
1683;"2000 mter";2001;NULL
1684;"2000 Nordestes";2000;7.9
1685;"2000 Official World Series";2000;NULL
1688;"2000 pengs frfi, A";1942;NULL
1689;"2000 pieds carrs";1999;NULL
1690;"2000 ruku - Elektroindustrija Obod";1973;NULL
1691;"2000 Terrorists";2004;NULL
1692;"2000 Today";1999;NULL
1693;"2000 Year Old Man, The";1982;NULL
1694;"2000 Years Later";1969;3.3
1695;"2000 yilin sevgilisi";1973;NULL
1696;"2000 ves frfi, A";1912;NULL
1697;"20000 lieues sous les mers";1907;4.5
1698;2001;1998;NULL
1699;"2001 - l'odysse des enfoirs";2001;NULL
1700;"2001 ABC World Stunt Awards";2001;NULL
1701;"2001 ALMA Awards";2001;NULL
1702;"2001 Blockbuster Entertainment Awards";2001;NULL
1703;"2001 IFP/West Independent Spirit Awards, The";2001;NULL
1704;"2001 Lady of Soul Awards";2001;NULL
1705;"2001 Maniacs";2005;NULL
1706;"2001 MTV Movie Awards";2001;NULL
1707;"2001 Top of the Pops Awards";2001;NULL
1708;"2001 TV Moments";2002;NULL
1709;"2001 World Series";2001;NULL
1710;"2001 Yonggary";1999;3
1711;"2001: A Space Odyssey";1968;8.3
1712;"2001: A Space Travesty";2000;2.5
1713;"2001: HAL's Legacy";2001;NULL
1714;"2001: The Final Breath";2000;NULL
1715;"2002 (2001/I)";2001;6.1
1716;"2002 (2001/II)";2001;NULL
1717;"2002 ABC World Stunt Awards";2002;NULL
1718;"2002 ALMA Awards";2002;NULL
1719;"2002 Billboard Music Awards, The";2002;NULL
1721;"2002 FIFA World Cup";2001;NULL
1723;"2002 IFP/West Independent Spirit Awards, The";2002;NULL
1724;"2002 iflge Brixtofte";2002;NULL
1725;"2002 MTV Movie Awards";2002;NULL
1726;"2002 Much Music Video Music Awards";2002;NULL
1728;"2002 Television Party of the Year";2002;NULL
1729;"2002 Top of the Pops Awards";2002;NULL
1730;"2002 World Series";2002;NULL
1733;"2003 ABC World Stunt Awards";2003;NULL
1734;"2003 Australian Film Institute Awards, The";2003;NULL
1735;"2003 IFP Independent Spirit Awards";2003;NULL
1737;"2003 MTV Movie Awards";2003;NULL
1738;"2003 Much Music Video Music Awards";2003;NULL
1740;"2003 NFL Kickoff Concert";2003;NULL
1741;"2003 NHL Awards";2003;NULL
1742;"2003 Primetime Creative Arts Emmy Awards";2003;NULL
1743;"2003 Radio Music Awards";2003;NULL
1744;"2003 TV Moments";2004;NULL
1745;"2004 Billboard Latin Music Awards";2004;NULL
1746;"2004 Festival Calle 8";2004;NULL
1747;"2004 MLB All-Star Game";2004;NULL
1748;"2004 MTV Movie Awards";2004;NULL
1749;"2004: A Light Knight's Odyssey";2004;NULL
1750;"2009 Lost Memories";2002;6.6
1751;"200X-nen: Sho";1992;NULL
1752;"201 Kanarinia, Ta";1964;7.2
1753;2010;1984;6.5
1754;"2010: The Odyssey Continues";1984;6
1755;2015;1996;NULL
1756;"2019 - Dopo la caduta di New York";1983;5.3
1757;"203 kochi";1980;6.5
1758;"2040: Possibilities by Edward de Bono";1995;NULL
1759;2046;2004;8.5
1760;2057;1997;NULL
1761;"2069 A.D.";1969;5.3
1762;"2076 Olympiad";1977;NULL
1763;2084;1984;6.3
1764;2090;1996;NULL
1765;2097;1997;NULL
1766;"20h17 rue Darling";2003;6.1
1767;"20th Anniversary Hazzard County BBQ, The";2004;NULL
1768;"20th Annual Grammy Awards, The";1978;NULL
1769;"20th Century Chocolate Cake, A";1983;NULL
1773;"20th Century Surgeon";1903;NULL
1774;"20th Century-Fox: The First 50 Years";1997;NULL
1775;"20th Century: American Tapestry, The";1999;NULL
1776;"20th Century: From Behind Closed Doors, The";1999;NULL
1777;"20th Century: Funny Is Money, The";1999;NULL
1779;"20th Century: The Pursuit of Happiness, The";1999;NULL
1780;"20th Century: Yesterday's Tomorrows, The";1999;NULL
1781;"20th NAACP Image Awards";1988;NULL
1782;21;1977;NULL
1783;21;1998;NULL
1784;21;2000;6.5
1785;"21 Days";1940;6.5
1786;"21 Days in Europe";1971;NULL
1787;"21 Grams";2003;8
1788;"21 Hottest Stars Under 21, The";1999;NULL
1789;"21 Hours at Munich";1976;NULL
1790;"21 Hump Street";1988;8.3
1791;"21 juli";1949;NULL
1792;"21 Playmates Centerfold Collection";1996;NULL
1793;"21 Playmates Centerfold Collection Volume II";1996;NULL
1794;"21 tudes  danser";1999;NULL
1795;21-87;1964;6
1796;"2103: The Deadly Wake";1997;4.2
1797;212;1998;NULL
1798;216;1999;NULL
1799;2176;2006;NULL
1800;"21:12 piano bar";1981;NULL
1801;"21st Annual Grammy Awards, The";1979;NULL
1802;"21st Annual W.C. Handy Blues Awards";2000;NULL
1803;"21st Century Jet: The Building of the 777";1996;8.5
1804;"21st Century Scott";2003;NULL
1805;"21st NAACP Image Awards";1989;NULL
1806;"21ui bimangrok";1983;NULL
1807;22;2000;NULL
1808;"22 arcanos";2002;NULL
1809;"22 decembar 1956";1956;NULL
1810;"22 iyunya, rovno v 4 chasa";1992;NULL
1811;"22 June 1897";1979;6.1
1812;"22 lipca 1951";1951;NULL
1813;"22 november - den store leiegrden";1969;NULL
1814;"22, El";2001;NULL
1815;"22-2000 Cidade Aberta (1965/II)";1965;NULL
1816;"220 V";1967;NULL
1817;220V;2001;NULL
1818;226-1690;1984;NULL
1819;"22e rgiment en Allemagne, Le";1955;NULL
1820;"22nd Annual Grammy Awards, The";1980;NULL
1821;"22nd Annual Tony Awards, The";1968;NULL
1822;"22nd Annual W.C. Handy Blues Awards";2001;NULL
1823;"22nd NAACP Image Awards";1990;NULL
1824;"22nd New York Salsa Festival, The";1997;NULL
1825;"22nd Regiment, Kansas Volunteers";1898;NULL
1826;23;1998;7.3
1827;"23 -- Skidoo";1930;4.5
1828;"23 1/2 Hours Leave";1937;NULL
1829;"23 1/2 Hours' Leave";1919;NULL
1830;"23 Hours";2000;NULL
1831;"23 marzo";2000;NULL
1832;"23 Paces to Baker Street";1956;6.9
1833;"23 rue des Francs Bourgeois";1995;NULL
1834;"23 Skidoo";1964;NULL
1835;"23, rue de Martyrs";1998;NULL
1836;"23/69: Underground Explosion";1969;NULL
1837;237;2000;NULL
1838;238;1999;NULL
1840;23:58;1993;7
1841;"23rd Annual Grammy Awards, The";1981;NULL
1842;"23rd Annual Tony Awards, The";1969;NULL
1843;"23rd Annual W.C. Handy Blues Awards";2002;NULL
1844;"23rd March 1931: Shaheed";2002;5.7
1847;24;2001;9
1848;24;2002;7.2
1849;"24 7: Twenty Four Seven";1997;6.6
1850;"24 Bilder";1965;NULL
1851;"24 Carrott Gold";1990;NULL
1852;"24 casa glavnog grada";1947;NULL
1853;"24 chasa";2000;6.6
1854;"24 chasa dazhd";1982;NULL
1855;"24 Girls";1999;NULL
1856;"24 Heaven";2002;NULL
1857;"24 heures de la vie d'une femme";2002;5.9
1858;"24 heures ou plus...";1977;7.4
1859;"24 horas (algo est por explotar)";1997;NULL
1860;"24 horas de placer";1969;NULL
1862;"24 Horas de Sonho";1941;NULL
1863;"24 horas en la vida de una mujer";1944;NULL
1864;"24 horas en libertad";1939;NULL
1865;"24 Horas na Vida de Uma Mulher Elegante";1920;NULL
1866;"24 Horas no Rio";1974;NULL
1867;"24 Hour Alert";1955;NULL
1868;"24 Hour Party People";2002;7.2
1870;"24 Hour Woman, The";1999;5.6
1871;"24 Hours";1931;7.4
1872;"24 Hours";1990;NULL
1873;"24 Hours (2002/I)";2002;NULL
1874;"24 Hours in London";2000;3.6
1875;"24 Hours of a Woman's Life";1952;NULL
1876;"24 Hours of Midnights from Times Square";1999;NULL
1877;"24 Hours on Craigslist";2004;NULL
1878;"24 Hours to Live";1986;NULL
1879;"24 Hours to Midnight";1985;3.9
1880;"24 hs en la city";2003;NULL
1881;"24 Iouli '74";1975;NULL
1882;"24 jikan dake no uso";1999;NULL
1883;"24 Nights";1999;6.9
1884;"24 ore di terrore";1964;NULL
1885;"24 ore... non un minuto di pi";1972;NULL
1886;"24 ore... non un minuto di pi";1973;NULL
1888;"24 poljubov";2003;NULL
1889;"24 poses (portraits)";2002;NULL
1890;"24 sata";2002;NULL
1891;"24 Stunden aus dem Leben einer Frau";1931;NULL
1892;"24 Stunden Ulysses";1985;NULL
1893;"24 timer";1951;NULL
1894;"24 timer p Midtfyns Festivalen 1992";1993;NULL
1895;"24 Year-Old Virgin, The";2003;NULL
1896;"24 zang- en spreekattrakties";1931;NULL
1898;24-Seven;1999;6.1
1899;"24. Stock, Der";1977;NULL
1900;24/24;2001;7.4
1901;"24/7 10";1998;NULL
1902;"24/7 16: Office Ho";1998;NULL
1903;"24/7 18: What's Crackin'";1998;NULL
1904;"24/7 23: See No Evil";1999;NULL
1906;"24/7 30: Playerz Club";1999;NULL
1907;"24/7 31: Snooper Man";2000;NULL
1909;"24/7 32: Erotic Zone";2000;NULL
1910;"24/7 33: U Talk 2 Much";2000;NULL
1911;"24/7 34: Freaky Gym Talz";2000;NULL
1912;"24/7 35: Layin Pipe";2000;NULL
1914;"24/7 37: Hookerz Point";2000;NULL
1918;240;1998;NULL
1919;"240 minut v Solingenu";1995;NULL
1920;"240 Monroe";2004;NULL
1921;2424;2002;4.2
1922;"2499 antapan krong muang";1997;6.3
1923;"24: Access All Areas";2003;NULL
1924;"24: The Postmortem";2002;NULL
1925;24fps;2000;4.7
1926;"24th Annual American Music Awards, The";1997;NULL
1927;"24th Annual Grammy Awards, The";1982;NULL
1928;"24th Annual W.C. Handy Blues Awards";2003;NULL
1930;"24th Day, The";2004;6.6
1931;25;1977;NULL
1932;"25 Anos de Alegria no Trabalho";1962;NULL
1933;"25 Anos do Teatro da Cornucpia, Os";1999;NULL
1934;"25 aos, madres de la Plaza de Mayo";2002;NULL
1936;"25 de Abril - Uma Aventura Para a Democracia";2000;NULL
1937;"25 de Abril, Retratos de Uma Revoluo";1999;NULL
1938;"25 degrs en hiver";2004;6.6
1939;"25 dcembre 58, 10h36";1991;NULL
1940;"25 godina Energoprojekta";1976;NULL
1941;"25 godina Poljoprivrednog kombinata Beograd";1972;NULL
1942;"25 Greatest Power Ballads";2003;NULL
1943;"25 Greatest Rock Star Cameos";2003;NULL
1944;"25 Hottest Stars Under 25, The";2000;NULL
1945;"25 jaar TV volksfeest";1978;NULL
1946;"25 Kids and a Dad";2002;6.4
1947;"25 Lame";1999;NULL
1948;"25 Lighthouse";1996;NULL
1949;"25 vjetori i Kongresit t par t BGSH";1969;NULL
1950;"25 Watts";2001;6.8
1951;"25 Ways to Quit Smoking";1989;7.2
1952;"25 Years of Punk";2001;NULL
1953;"25 Years of Question Time";2004;NULL
1954;"25 Years of Scandals";1997;NULL
1955;"25 Years of Smash Hits";2003;NULL
1956;"25 r med Gnags - portrt af Peter AG";1991;NULL
1957;"25-e - pervyi den'";1968;NULL
1958;25/01/95;2003;NULL
1959;"250 grammaa - radioaktiivinen testamentti";1983;NULL
1960;"250: Zimbabwe's Remaining Rhinos";1995;NULL
1961;"25550 dana gradjanina Zgubidana";1968;NULL
1962;"25th Annual Academy Awards, The";1953;NULL
1963;"25th Annual Grammy Awards, The";1983;NULL
1964;"25th Annual News and Documentary Emmy Awards";2004;NULL
1965;"25th Hour";2002;7.8
1966;"25th Infantry";1900;NULL
1967;"25th July";1951;NULL
1968;"26 es tambin 19";1981;NULL
1969;"26 grados a la sombra";1997;NULL
1970;"26 January";1956;NULL
1971;"26 Summer Street";1996;4.6
1973;"2612 South Ave. West";1997;NULL
1974;"26th Annual Academy Awards, The";1954;NULL
1975;"26th Annual American Music Awards, The";1998;NULL
1976;"26th Annual Primetime Emmy Awards, The";1974;NULL
1977;26x365=0;1979;NULL
1978;"26x365=0 II";1982;NULL
1979;27;1996;NULL
1980;"27 Down";1974;8.8
1982;"27 horas con la muerte";1981;NULL
1983;"27 jangmi";1992;NULL
1984;"27 Mavalli Circle";1986;NULL
1985;"27 Miles";2004;NULL
1986;"27 millones";1947;NULL
1987;"27 Missing Kisses";2000;6.6
1988;"27 Pieces of Me";1993;NULL
1989;"27 Rue de la Paix";1937;NULL
1990;"27 Wagons Full of Cotton";1990;NULL
1992;"273 dni ponizej zera";1968;NULL
1993;27A;1974;4.4
1994;"27th Annual Academy Awards, The";1955;NULL
1995;"27th Annual People's Choice Awards";2001;NULL
1996;"27th Day, The";1957;5.8
1997;"27th NAACP Image Awards";1996;NULL
1998;28;1996;NULL
1999;"28 Days";2000;6
2000;"28 Days Later...";2002;7.3
2001;"28 de Maio no Funchal";1936;NULL
2002;"28 de Setembro";1975;NULL
2003;"28 minuti per 3 milioni di dollari";1967;3.2
2004;"28 oktovriou, ora 5:30";1971;NULL
2005;"28 Up";1985;NULL
2006;"28. maj";1998;NULL
2007;28722;1989;NULL
2008;"28th Annual Academy Awards, The";1956;NULL
2009;"28th Annual American Music Awards, The";2001;NULL
2010;"28th Annual Daytime Emmy Awards, The";2001;NULL
2011;"28th Annual Grammy Awards, The";1986;NULL
2012;"28th Annual Primetime Emmy Awards, The";1976;NULL
2013;"28th Instance of 1914";1995;NULL
2014;"28th NAACP Image Awards";1997;NULL
2015;"28 Above Below";1973;NULL
2016;"29 Acacia Avenue";1945;NULL
2017;"29 and Holding";2004;NULL
2018;"29 Palms";2002;4.7
2019;"29 Reasons to Run";2004;NULL
2020;"29. novembar 1943";1953;NULL
2021;"29th Annual Academy Awards, The";1957;NULL
2022;"29th Annual Daytime Emmy Awards, The";2002;NULL
2023;"29th Annual Grammy Awards, The";1987;NULL
2024;"29th Annual Juno Awards, The";2000;NULL
2025;"29th Annual Primetime Emmy Awards, The";1977;NULL
2026;"29th NAACP Image Awards";1998;NULL
2027;"29th Street";1991;6.7
2030;2BPerfectlyHonest;2004;7
2031;2by4;1998;5.8
2032;"2D or not 2D";2003;NULL
2033;"2El' Atrash Family Doesn't Live Here Anymore";2001;NULL
2034;2gether;2000;NULL
2035;2H;2000;NULL
2036;"2K News";1999;NULL
2037;2LDK;2002;7.6
2038;"2Merch&ise Part 2 - Slot";1992;NULL
2039;"2nd Annual American Comedy Awards, The";1988;NULL
2040;"2nd Annual BET Awards";2002;NULL
2041;"2nd Annual Black Achievement Awards, The";1979;NULL
2042;"2nd Annual Canadian Comedy Awards, The";2001;NULL
2043;"2nd Annual Latin Grammy Awards";2001;NULL
2044;"2nd Annual Latino Laugh Festival";1998;NULL
2046;"2nd Annual Soul Train Music Awards, The";1988;NULL
2047;"2nd Annual TV Guide Awards";2000;NULL
2048;"2nd Annual Women Rock! Girls and Guitars, The";2001;NULL
2049;"2nd Annual Zucchini Festival, The";1983;NULL
2051;"2nd Company Governor's Footguards, Conn.";1899;NULL
2055;"2nd War Hats";1986;NULL
2056;"2Pac 4 Ever";2003;NULL
2057;"2wks, 1yr";2002;9.4
2058;"2wol 30ilsaeng";1983;NULL
2059;"2X1 es tango";2001;NULL
2060;"2 Centenrio do Jardim Guerra Junqueiro";1952;NULL
2061;"2 Comboio Mistrio, O";1932;NULL
2062;23;2000;NULL
2063;3;1971;7.2
2064;3;1977;NULL
2065;3;1995;NULL
2066;"3 - 4 Ever";1996;NULL
2067;"3 1/2 Blocks from Home";1992;2.7
2069;"3 A.M.";2001;5.6
2070;"3 AM";2003;7.2
2071;"3 Bad Men";1926;6.3
2073;"3 by Cheever: O Youth and Beauty!";1979;NULL
2074;"3 by Cheever: The 5:48";1979;NULL
2075;"3 by Cheever: The Sorrows of Gin";1979;NULL
2076;"3 Can Testers";1901;NULL
2077;"3 Can Testers (Side View)";1901;NULL
2078;"3 Ceilings";2001;NULL
2079;"3 Chains o' Gold";1994;NULL
2081;"3 Clear Sundays";1965;NULL
2082;"3 colpi di Winchester per Ringo";1966;NULL
2083;"3 comunes y corrientes";1995;NULL
2084;"3 cruces en una tumba";2003;NULL
2085;"3 cuernos de chivo";2000;NULL
2086;"3 Day Test";2005;NULL
2087;"3 Days";1984;NULL
2088;"3 Days of Rain";2002;5.8
2089;"3 Days to a Kill";1991;NULL
2090;"3 Days... 3 Hours... 3 Minutes... 3 Seconds";1999;NULL
2091;"3 de la sierra, Los";1998;NULL
2092;"3 Deewarein";2003;7.3
2094;"3 dev adam";1973;5.1
2095;"3 Dumb Clucks";1937;7.3
2097;"3 Engel fr Charlie (2000/II)";2000;NULL
2098;"3 Evil Masters";1980;7.4
2099;"3 Feet Under: Digging Deep for the Geoduck";2003;9
2100;"3 gallos giros";2002;NULL
2101;"3 Game Guys";1929;NULL
2102;"3 garons, 1 fille, 2 mariages";2004;NULL
2103;"3 go shou shang de jing cha";1996;6
2104;"3 Godfathers";1948;6.7
2105;"3 Green Commodores";2004;NULL
2106;"3 Histrias da Bahia";2001;7.6
2107;"3 hommes et un couffin";1985;6.5
2108;"3 Joes";1991;NULL
2109;"3 kilabot sa barilan";1968;NULL
2110;"3 Kings, The";2000;7.7
2111;"3 klaphoeden, De";1962;NULL
2113;"3 lancheros mas picados";2001;NULL
2114;"3 lancheros muy picudos";1989;NULL
2115;"3 Little Ninjas and the Lost Treasure";1990;2.6
2116;"3 Little Wolfs, The";2001;NULL
2117;"3 Men and a Job";1996;NULL
2118;"3 Men and a Little Lady";1990;4.5
2119;"3 metros bajo tierra";2001;NULL
2120;"3 millones y el amor";1946;NULL
2121;"3 Minnies: Sota, Tonka and Ha-Ha!, The";1949;NULL
2122;"3 Minute a Day Facelift, The";1995;NULL
2123;"3 Minute Wonder";2000;NULL
2124;"3 Minutes";2003;NULL
2125;"3 Minutes on the Dangers of Film Recording";1975;NULL
2126;"3 Minutes to Impact";1996;NULL
2127;"3 Misses";1998;7.8
2128;"3 Missing Links";1927;NULL
2130;"3 musketiers - De musical";2003;NULL
2131;"3 Needles";2005;NULL
2132;"3 Ninjas";1992;4
2133;"3 Ninjas Kick Back";1994;3.6
2134;"3 Ninjas Kick Back";1995;NULL
2135;"3 Ninjas Knuckle Up";1995;2.9
2136;"3 Ninjas: High Noon at Mega Mountain";1998;2.3
2137;"3 noches";2001;6.5
2138;"3 Nuts in Search of a Bolt";1964;5.9
2139;"3 pazeste";2003;NULL
2142;"3 Postruber, Die";1998;4.3
2143;"3 Ring Circus";1954;5.6
2144;"3 Ring Wing-Ding";1968;6.2
2145;"3 ronden";1997;NULL
2146;"3 Shaolin Musketeers";1978;NULL
2148;"3 soeurs en 2 temps";2003;NULL
2149;"3 Steps to Heaven";1995;NULL
2150;"3 Strikes";2000;3.6
2152;"3 Tables";2003;NULL
2153;"3 Tage 44";2000;NULL
2154;"3 tambours, Les";1946;NULL
2155;"3 Tenors in Concert 1994, The";1994;NULL
2156;"3 Tenors, Paris 1998, The";1998;NULL
2157;"3 the Hard Way";1999;NULL
2158;"3 tumbas parte 2, Las";2003;NULL
2159;"3 Weeks After Paradise";2002;NULL
2160;"3 weken feest?!";2000;NULL
2161;"3 Wise Women";2004;NULL
2163;"3 Women";1977;7.6
2164;"3 Worlds of Gulliver, The";1960;5.9
2165;"3 x 1: Three Girls on One Guy";2002;NULL
2166;"3 x 3 = ?";1963;NULL
2167;"3 x 3 Makes Sex";1974;NULL
2168;"3 x Eden";1997;NULL
2169;"3 zros";2002;4.5
2170;"3 r i Brooklyn";2003;NULL
2171;3+1;1997;NULL
2172;3+2;1962;5.3
2173;"3,000 Mile Chase, The";1977;NULL
2174;3-2-0;2002;NULL
2178;"3-4x jugatsu";1990;6.4
2179;3-5-8;1993;NULL
2180;3-Blicke;1993;NULL
2181;"3-D Army, The";1990;NULL
2182;"3-D Battles of World Runner, The";1987;NULL
2183;"3-D Geisterjger";2000;NULL
2184;"3-D Megahaie";2000;NULL
2185;"3-D Safari";2000;NULL
2186;3-Kronen;1992;NULL
2187;"3-Minute Life";2002;NULL
2188;3-Way;2004;4.4
2189;"3. November 1918";1965;NULL
2190;"3. Weltkrieg, Der";1998;NULL
2191;3.z;2002;NULL
2192;3/16/01;2004;NULL
2193;"3/60: Bume im Herbst";1960;NULL
2194;"30 Anos com Salazar";1957;NULL
2195;"30 ans";2000;5.9
2196;"30 April-gevoel, Het";1981;NULL
2197;"30 aos sonoros 1933 - 1963";1982;NULL
2198;"30 Below Zero";1926;NULL
2199;"30 cm de Pica e Demais";1999;NULL
2200;"30 cm zgvis donidan";1989;NULL
2201;"30 Days";1999;4.6
2202;"30 Days in the Hole";1993;NULL
2203;"30 Days of Night";2004;NULL
2204;"30 Days Until I'm Famous";2004;NULL
2205;"30 de operatori pndesc eclipsa";1960;NULL
2206;"30 Foot Bride of Candy Rock, The";1959;4.8
2207;"30 Frames a Second: The WTO in Seattle";2000;6.2
2208;"30 godina Energogasa";1985;NULL
2209;"30 godina Jugoslavije";1973;NULL
2210;"30 hari mencari cinta";2004;3.8
2211;"30 ilganui yayohoi";1980;NULL
2212;"30 Is a Dangerous Age, Cynthia";1968;4.8
2213;"30 Kaful 4";1992;NULL
2214;"30 karatw szczescia";1936;NULL
2216;"30 May - 2 Juni";1967;NULL
2217;"30 Men for Sandy";1995;NULL
2218;"30 Miles";2004;NULL
2219;"30 Minutes at Gunsight";1963;NULL
2220;"30 Minutes, Mister Plummer";1963;NULL
2221;"30 nyeonmanui daegyeol";1971;NULL
2222;"30 panen a Pythagoras";1977;4
2223;"30 pinnar muck";1966;NULL
2224;"30 segundos de amor";1947;NULL
2225;"30 Views of Mt. Mayon";2000;NULL
2226;"30 Winchester per El Diablo";1965;3
2227;"30 Years of Emmerdale";2002;NULL
2228;"30 Years of Fun";1963;7.8
2229;"30 Years of James Bond";1992;NULL
2230;"30 Years of Monty Python: A Revelation";1999;NULL
2231;"30 Years of National Geographic Specials";1995;NULL
2232;"30 Years to Life";2001;5.4
2233;"30 zit- en 79 staanplaatsen";1971;NULL
2234;"30, Still Single: Contemplating Suicide";1998;6.8
2235;"30-30, El";1991;NULL
2236;"30. Januar 1945";1965;NULL
2237;30/30;2001;NULL
2238;300;2006;NULL
2239;"300 let tomu";1956;NULL
2240;"300 mil do nieba";1989;6.7
2241;"300 Premiership Goals";1998;NULL
2242;"300 Spartans, The";1962;6.3
2243;"300 Year Weekend, The";1971;NULL
2244;"300 ves ember, A";1914;NULL
2245;"300,000 hroes";1976;NULL
2246;"300.000 kvadrata";1964;NULL
2247;"300.000 peng az utcn";1937;NULL
2248;"3000 Huser";1967;NULL
2249;"3000 km i Alaska med Ejnar Mikkelsen";1961;NULL
2250;"3000 Miles to Graceland";2001;5.3
2251;"3000 mtres d'altitudes";2000;NULL
2252;"3000 scnarios contre un virus";1994;4.2
2253;"301, 302";1995;6.8
2254;"303 Fear Faith Revenge";1998;6.1
2255;30:13;2003;NULL
2256;"30:e november";1995;4.1
2257;"30th Annual Academy Awards, The";1958;NULL
2258;"30th Annual American Music Awards, The";2003;NULL
2259;"30th Annual Daytime Emmy Awards, The";2003;NULL
2260;"30th Annual Grammy Awards, The";1988;NULL
